NO	phoneno	new accountno	new business name	new business type	CAT 1	CAT 2	CAT 3	CAT 4	CAT 5	CAT 6	new suburb	new buss category	new 2021 bill amount	acctual arrears	new outstanding amount	DIVISION	new payment
592	20200000676	AYW13029012001	RESPECT & LOVE UNISEX BOUTIQUE	COMMERCIAL HOUSES/DEPARTMENTAL STORES	5	51	301	301	301	301	EAST LEGON EXTENSION	F	158	0	158	13	0
593	20200000677	AYW13041001001	MABEL'S INT.	COMMERCIAL HOUSES/DEPARTMENTAL STORES	5	51	301	301	301	301	BAWALESHIE/MPEHUASEM	F	158	0	158	13	0
594	20200000678	AYW13046008001	GREEN GATE ENT.	COMMERCIAL HOUSES/DEPARTMENTAL STORES	5	51	301	301	301	301	BAWALESHIE/MPEHUASEM	F	158	0	158	13	0
595	20200000679	AYW13051011003	DELTA DECOR	COMMERCIAL HOUSES/DEPARTMENTAL STORES	5	51	301	301	301	301	EAST LEGON	F	158	0	158	13	0
596	20200000680	AYW13062028001	ALLAH IS WONDERFUL SHOP	COMMERCIAL HOUSES/DEPARTMENTAL STORES	5	51	301	301	301	301	AMBASSADORIAL ENCLAV	F	158	157.8	215.8	13	100
597	20200000681	AYW13063001001	GOD IS GOOD MINI MARKET	COMMERCIAL HOUSES/DEPARTMENTAL STORES	5	51	301	301	301	301	AMBASSADORIAL ENCLAV	F	158	0	158	13	0
598	20200000682	AYW13100002007	MAISON UTILE	COMMERCIAL HOUSES/DEPARTMENTAL STORES	5	51	301	301	301	301	EAST LEGON	F	158	0	158	13	0
599	20200000683	AYW13108012004	KEKYE	COMMERCIAL HOUSES/DEPARTMENTAL STORES	5	51	301	301	301	301	EAST LEGON	F	158	0	158	13	0
600	20200000684	AYW13123001006	WILEDA ENTERPRISE	COMMERCIAL HOUSES/DEPARTMENTAL STORES	5	51	301	301	301	301	EAST LEGON	F	158	0	158	13	0
601	20200000685	AYW13126011001	CHEZ AFIQUE	COMMERCIAL HOUSES/DEPARTMENTAL STORES	5	51	301	301	301	301	EAST LEGON	F	158	0	158	13	0
602	20200000686	AYW13107010005	HOME CLASSIC	COMMERCIAL HOUSES/DEPARTMENTAL STORES	5	51	301	301	301	301	EAST LEGON	F	158	0	158	13	0
603	20200000687	AYW13007023001	JANET NANOR	COMMERCIAL HOUSES/DEPARTMENTAL STORES	5	51	301	301	301	301	EAST LEGON	F	158	0	158	13	0
604	20200000688	AYW13099017002	WINGLOW CLOTHES	COMMERCIAL HOUSES/DEPARTMENTAL STORES	5	51	301	301	301	301	SHIASHIE	F	158	157.8	158	13	157.8
605	20200000689	AYW13013031004	ADJOYAS VENTURES	COMMERCIAL HOUSES/DEPARTMENTAL STORES	5	51	301	301	301	301	BAWALESHIE/MPEHUASEM	F	158	0	158	13	0
606	20200000690	AYW13009008006	PRIS-MARBLE ENT.	COMMERCIAL HOUSES/DEPARTMENTAL STORES	5	51	301	301	301	301	EAST LEGON	F	158	0	158	13	0
607	20200000691	AYW13108013003	THE HAIR SENTA	COMMERCIAL HOUSES/DEPARTMENTAL STORES	5	51	301	301	301	301	EAST LEGON	F	158	157.8	-52.2	13	368
608	20200000692	AYW13131010001	ABIMAT CATERING SERVICES	COMMERCIAL HOUSES/DEPARTMENTAL STORES	5	51	301	301	301	301	EAST LEGON	F	158	0	158	13	0
609	20200000693	AYW13131006009	FILLI  B'S GARDEN GRILL	COMMERCIAL HOUSES/DEPARTMENTAL STORES	5	51	301	301	301	301	EAST LEGON	F	158	0	158	13	0
610	20200000694	AYW13060028003	MICRO MART	COMMERCIAL HOUSES/DEPARTMENTAL STORES	5	51	301	301	301	301	EAST LEGON EXTENSION	F	158	0	158	13	0
611	20200000695	AYW13123001009	PU HAIR	COMMERCIAL HOUSES/DEPARTMENTAL STORES	5	51	301	301	301	301	EAST LEGON	F	158	0	158	13	0
612	20200000696	AYW13011019004	COY	COMMERCIAL HOUSES/DEPARTMENTAL STORES	5	51	301	301	301	301	BAWALESHIE/MPEHUASEM	F	158	157.8	165.8	13	150
613	20200000697	AYW13026052011	TO GOD BE THE GLORY	COMMERCIAL HOUSES/DEPARTMENTAL STORES	5	51	301	301	301	301	EAST LEGON	F	158	0	158	13	0
614	20200000698	AYW13050028001	FELI PORK	COMMERCIAL HOUSES/DEPARTMENTAL STORES	5	51	301	301	301	301	EAST LEGON	F	158	0	158	13	0
615	20200000699	AYW13012007008	QIUEZERS WORLD	COMMERCIAL HOUSES/DEPARTMENTAL STORES	5	51	301	301	301	301	BAWALESHIE/MPEHUASEM	F	158	0	158	13	0
616	20200000700	AYW13147001001	BOUCEE FOODS	COMMERCIAL HOUSES/DEPARTMENTAL STORES	5	51	301	301	301	301	SHIASHIE	F	158	0	158	13	0
617	20200000701	AYW13061001001	GEORGE MUDGE TRAD. GH. LTD.	COMMERCIAL HOUSES/DEPARTMENTAL STORES	5	51	301	301	301	301	EAST LEGON	F	158	157.8	-736.2	13	1052
618	20200000702	AYW13107015015	MENICS ENT.	COMMERCIAL HOUSES/DEPARTMENTAL STORES	5	51	301	301	301	301	EAST LEGON	F	158	0	158	13	0
619	20200000703	AYW13009008011	SIPERS WINE OF DRINKABLE	COMMERCIAL HOUSES/DEPARTMENTAL STORES	5	51	301	301	301	301	EAST LEGON	F	158	0	158	13	0
620	20200000704	AYW13111001002	AOKI GHANA	COMMERCIAL HOUSES/DEPARTMENTAL STORES	5	51	301	301	301	301	EAST LEGON	F	158	157.8	215.8	13	100
621	20200000705	AYW13009008017	GO'S TIME IS THE BEST	COMMERCIAL HOUSES/DEPARTMENTAL STORES	5	51	301	301	301	301	EAST LEGON	F	158	0	158	13	0
622	20200000706	AYW13009008019	CHRIST VINEYARD	COMMERCIAL HOUSES/DEPARTMENTAL STORES	5	51	301	301	301	301	EAST LEGON	F	158	0	158	13	0
623	20200000707	AYW13009008021	KRYSTAL KLAER	COMMERCIAL HOUSES/DEPARTMENTAL STORES	5	51	301	301	301	301	EAST LEGON	F	158	157.8	157.8	13	158
624	20200000708	AYW14001003001	GIVE GOD GLORY ENTERPRISE	COMMERCIAL HOUSES/DEPARTMENTAL STORES	5	51	301	301	301	301	TESANO	F	158	0	158	14	0
625	20200000709	AYW14005030006	TESANO MINI MARKET	COMMERCIAL HOUSES/DEPARTMENTAL STORES	5	51	301	301	301	301	TESANO	F	158	0	158	14	0
626	20200000710	AYW14005034002	OWUSU ANSAH ENT.	COMMERCIAL HOUSES/DEPARTMENTAL STORES	5	51	301	301	301	301	TESANO	F	158	0	158	14	0
627	20200000711	AYW14054018002	ASEMPA MARKET	COMMERCIAL HOUSES/DEPARTMENTAL STORES	5	51	301	301	301	301	ABELENKPE	F	158	157.8	158	14	157.8
628	20200000712	AYW14077008002	HEARTWILL ENT.	COMMERCIAL HOUSES/DEPARTMENTAL STORES	5	51	301	301	301	301	ABELENKPE	F	158	0	158	14	0
629	20200000713	AYW14090001006	ARABISCO ENT.	COMMERCIAL HOUSES/DEPARTMENTAL STORES	5	51	301	301	301	301	DZORWULU	F	158	0	158	14	0
630	20200000714	AYW14091028001	BOMBATA ENTERPRISE	COMMERCIAL HOUSES/DEPARTMENTAL STORES	5	51	301	301	301	301	DZORWULU	F	158	0	158	14	0
631	20200000715	AYW14098001001	WATER DEPOT ENT.	COMMERCIAL HOUSES/DEPARTMENTAL STORES	5	51	301	301	301	301	DZORWULU	F	158	0	158	14	0
632	20200000716	AYW14101013003	ROYALE ALMOND	COMMERCIAL HOUSES/DEPARTMENTAL STORES	5	51	301	301	301	301	DZORWULU	F	158	0	158	14	0
633	20200000717	AYW14104006005	VICOB POOLS	COMMERCIAL HOUSES/DEPARTMENTAL STORES	5	51	301	301	301	301	DZORWULU	F	158	0	158	14	0
634	20200000718	AYW14106018002	KIDDIES TOP TO TOES	COMMERCIAL HOUSES/DEPARTMENTAL STORES	5	51	301	301	301	301	DZORWULU	F	158	0	158	14	0
635	20200000719	AYW14110025006	PREMIER	COMMERCIAL HOUSES/DEPARTMENTAL STORES	5	51	301	301	301	301	DZORWULU	F	158	0	158	14	0
636	20200000720	AYW14113001003	FATHER FOR FORGIVE THEM	COMMERCIAL HOUSES/DEPARTMENTAL STORES	5	51	301	301	301	301	DZORWULU	F	158	0	158	14	0
637	20200000721	AYW14113001015	HASTEN TRADING ENT.	COMMERCIAL HOUSES/DEPARTMENTAL STORES	5	51	301	301	301	301	DZORWULU	F	158	0	158	14	0
638	20200000722	AYW14114012009	ROZAVIV	COMMERCIAL HOUSES/DEPARTMENTAL STORES	5	51	301	301	301	301	DZORWULU	F	158	0	158	14	0
639	20200000723	AYW14115005004	THE FINEST GIFTS	COMMERCIAL HOUSES/DEPARTMENTAL STORES	5	51	301	301	301	301	DZORWULU	F	158	0	158	14	0
640	20200000724	AYW14123001010	DECOTEL ENTERPRISE	COMMERCIAL HOUSES/DEPARTMENTAL STORES	5	51	301	301	301	301	DZORWULU	F	158	0	158	14	0
641	20200000725	AYW14124001001	SAFARA CARPET & MORE	COMMERCIAL HOUSES/DEPARTMENTAL STORES	5	51	301	301	301	301	DZORWULU	F	158	0	158	14	0
642	20200000726	AYW14149001001	AR-RAHMAAN GARDENS (HORTICULURIST)	COMMERCIAL HOUSES/DEPARTMENTAL STORES	5	51	301	301	301	301	DZORWULU	F	158	0	158	14	0
643	20200000727	AYW14153006006	FRANPEN ENT.	COMMERCIAL HOUSES/DEPARTMENTAL STORES	5	51	301	301	301	301	AIRPORT WEST	F	158	157.8	157.8	14	158
644	20200000728	AYW14160022003	CONSUMING FIRE	COMMERCIAL HOUSES/DEPARTMENTAL STORES	5	51	301	301	301	301	AIRPORT WEST	F	158	0	158	14	0
645	20200000729	AYW14196003001	JULIANA MENSAH GLORY SHOP	COMMERCIAL HOUSES/DEPARTMENTAL STORES	5	51	301	301	301	301	AIRPORT COMMERCIAL	F	158	0	158	14	0
646	20200000730	AYW14070003001	C 2 STAR LTD.	COMMERCIAL HOUSES/DEPARTMENTAL STORES	5	51	301	301	301	301	TESANO	F	158	0	158	14	0
647	20200000731	AYW14116001006	SHAMUIKAY BEAUTY DEPOT	COMMERCIAL HOUSES/DEPARTMENTAL STORES	5	51	301	301	301	301	DZORWULU	F	158	0	158	14	0
648	20200000732	AYW14116001007	MINI PENNY	COMMERCIAL HOUSES/DEPARTMENTAL STORES	5	51	301	301	301	301	DZORWULU	F	158	0	158	14	0
649	20200000733	AYW14052018001	P. S. V. GH. LTD.	COMMERCIAL HOUSES/DEPARTMENTAL STORES	5	51	301	301	301	301	ABELENKPE	F	158	157.8	155.8	14	160
650	20200000734	AYW14097019001	PRIDEN VENTURE	COMMERCIAL HOUSES/DEPARTMENTAL STORES	5	51	301	301	301	301	DZORWULU	F	158	0	158	14	0
651	20200000735	AYW14097017013	SPIKNET COMPANY LIMITED	COMMERCIAL HOUSES/DEPARTMENTAL STORES	5	51	301	301	301	301	DZORWULU	F	158	0	158	14	0
652	20200000736	AYW14123014006	INDIORENTI DI MCCARA SHOP	COMMERCIAL HOUSES/DEPARTMENTAL STORES	5	51	301	301	301	301	DZORWULU	F	158	0	158	14	0
653	20200000737	AYW14099014018	MINI PENNY	COMMERCIAL HOUSES/DEPARTMENTAL STORES	5	51	301	301	301	301	DZORWULU	F	158	0	158	14	0
654	20200000738	AYW14011002002	TINA OWUSU	COMMERCIAL HOUSES/DEPARTMENTAL STORES	5	51	301	301	301	301	TESANO	F	158	0	158	14	0
655	20200000739	AYW14011007017	CHILDREN'S PLACE	COMMERCIAL HOUSES/DEPARTMENTAL STORES	5	51	301	301	301	301	TESANO	F	158	0	158	14	0
656	20200000740	AYW14015023001	ENYONAM FLORA	COMMERCIAL HOUSES/DEPARTMENTAL STORES	5	51	301	301	301	301	TESANO	F	158	157.8	157.8	14	158
657	20200000741	AYW14011002003	DORCAS ADOMAKO	COMMERCIAL HOUSES/DEPARTMENTAL STORES	5	51	301	301	301	301	TESANO	F	158	0	158	14	0
658	20200000742	AYW14059002003	MERCY QUAYE	COMMERCIAL HOUSES/DEPARTMENTAL STORES	5	51	301	301	301	301	ABELENKPE	F	158	157.8	215.8	14	100
659	20200000743	AYW14114011001	PILLER MOTHER CARE	COMMERCIAL HOUSES/DEPARTMENTAL STORES	5	51	301	301	301	301	DZORWULU	F	158	0	158	14	0
660	20200000744	AYW14114011003	MULTIFOCUS GHANA LTD.	COMMERCIAL HOUSES/DEPARTMENTAL STORES	5	51	301	301	301	301	DZORWULU	F	158	0	158	14	0
661	20200000745	AYW14116001021	BLUE RIBBON EXCLUSIVE (1)	COMMERCIAL HOUSES/DEPARTMENTAL STORES	5	51	301	301	301	301	DZORWULU	F	158	0	158	14	0
662	20200000746	AYW14116001022	BLUE RIBBON EXCLUSIVE (2)	COMMERCIAL HOUSES/DEPARTMENTAL STORES	5	51	301	301	301	301	DZORWULU	F	158	0	158	14	0
663	20200000747	AYW14119002003	SIKAS VENTURE	COMMERCIAL HOUSES/DEPARTMENTAL STORES	5	51	301	301	301	301	DZORWULU	F	158	0	158	14	0
664	20200000748	AYW14119002005	ANGELS	COMMERCIAL HOUSES/DEPARTMENTAL STORES	5	51	301	301	301	301	DZORWULU	F	158	0	158	14	0
665	20200000749	AYW14119002006	EDIDELLE'S FASHION	COMMERCIAL HOUSES/DEPARTMENTAL STORES	5	51	301	301	301	301	DZORWULU	F	158	0	158	14	0
666	20200000750	AYW14113030003	HASTING TRADING ENT.	COMMERCIAL HOUSES/DEPARTMENTAL STORES	5	51	301	301	301	301	DZORWULU	F	158	0	158	14	0
667	20200000751	AYW14129007002	WAIKIKOS MINI MART	COMMERCIAL HOUSES/DEPARTMENTAL STORES	5	51	301	301	301	301	DZORWULU	F	158	0	158	14	0
668	20200000752	AYW14143003001	AMERICAN GROCERIES	COMMERCIAL HOUSES/DEPARTMENTAL STORES	5	51	301	301	301	301	AIRPORT WEST RES. AR	F	158	0	158	14	0
669	20200000753	AYW14117008006	BLUE RIBBON EXCLUSIVE HOUSEHOLD	COMMERCIAL HOUSES/DEPARTMENTAL STORES	5	51	301	301	301	301	DZORWULU	F	158	0	158	14	0
670	20200000754	AYW14129007001	WAIKIKOS ENT.	COMMERCIAL HOUSES/DEPARTMENTAL STORES	5	51	301	301	301	301	DZORWULU	F	158	0	158	14	0
671	20200000767	AYW14097017018	C-BAY	COMMERCIAL HOUSES/DEPARTMENTAL STORES	5	51	301	301	301	301	DZORWULU	F	158	157.8	158	14	157.8
672	20200000769	AYW13092019004	CHOICE SERVICES	COMMERCIAL HOUSES/DEPARTMENTAL STORES	5	51	301	301	301	301	EAST LEGON	F	158	0	158	13	0
673	20200000770	AYW13066037001	RED BOW	COMMERCIAL HOUSES/DEPARTMENTAL STORES	5	51	301	301	301	301	EAST LEGON	F	158	157.8	215.8	13	100
674	20200000771	AYW13063008002	EXCLUSIVE ENTERPRISE	COMMERCIAL HOUSES/DEPARTMENTAL STORES	5	51	301	301	301	301	EAST LEGON	F	158	0	158	13	0
675	20200000772	AYW13129012001	BABY FOOD VARIETIES	COMMERCIAL HOUSES/DEPARTMENTAL STORES	5	51	301	301	301	301	EAST LEGON	F	158	0	158	13	0
676	20200000773	AYW13026052006	HOUSE ON FLEEK BEAUTY SHOP	COMMERCIAL HOUSES/DEPARTMENTAL STORES	5	51	301	301	301	301	EAST LEGON	F	158	0	158	13	0
677	20200000774	AYW13026001003	MAY'S ENTERPRISE	COMMERCIAL HOUSES/DEPARTMENTAL STORES	5	51	302	302	302	302	EAST LEGON	G	105	0	105	13	0
678	20200000775	AYW12087012001	NASY VENTURES	COMMERCIAL HOUSES/DEPARTMENTAL STORES	5	51	303	303	303	303	NORTH DZORWULU	H	79	0	79	12	0
679	20200000776	AYW12102001002	MRS. CECILIA NELSON	COMMERCIAL HOUSES/DEPARTMENTAL STORES	5	51	303	303	303	303	NORTH DZORWULU	H	79	78.9	77.9	12	80
680	20200000777	AYW12082001002	AGNES ARTHUR	COMMERCIAL HOUSES/DEPARTMENTAL STORES	5	51	303	303	303	303	UNIVERSITY O	H	79	0	79	12	0
681	20200000778	AYW12082001003	BISMARK SASU	COMMERCIAL HOUSES/DEPARTMENTAL STORES	5	51	303	303	303	303	UNIVERSITY O	H	79	0	79	12	0
682	20200000779	AYW12082001006	MR. C. A. LARBIE	COMMERCIAL HOUSES/DEPARTMENTAL STORES	5	51	303	303	303	303	UNIVERSITY O	H	79	0	79	12	0
683	20200000780	AYW12082001007	OTA VENTURES	COMMERCIAL HOUSES/DEPARTMENTAL STORES	5	51	303	303	303	303	UNIVERSITY O	H	79	0	79	12	0
684	20200000781	AYW13009001002	MEAT H SPICES SHOP	COMMERCIAL HOUSES/DEPARTMENTAL STORES	5	51	303	303	303	303	TRINITY COLLEGE	H	79	0	79	13	0
685	20200000782	AYW13012007001	ENSO NYAME YE	COMMERCIAL HOUSES/DEPARTMENTAL STORES	5	51	303	303	303	303	BAWALESHIE/MPEHUASEM	H	79	0	79	13	0
686	20200000783	AYW13018024001	SESEGBE SPOT	COMMERCIAL HOUSES/DEPARTMENTAL STORES	5	51	303	303	303	303	BAWALESHIE/MPEHUASEM	H	79	0	79	13	0
687	20200000784	AYW13024024001	FIRST STOP SHOP	COMMERCIAL HOUSES/DEPARTMENTAL STORES	5	51	303	303	303	303	BAWALESHIE/MPEHUASEM	H	79	0	79	13	0
688	20200000785	AYW13024026001	EVANS ELECTRICALS	COMMERCIAL HOUSES/DEPARTMENTAL STORES	5	51	303	303	303	303	BAWALESHIE/MPEHUASEM	H	79	0	79	13	0
689	20200000786	AYW13024058001	ANOKYE KROM STORE	COMMERCIAL HOUSES/DEPARTMENTAL STORES	5	51	303	303	303	303	BAWALESHIE/MPEHUASEM	H	79	0	79	13	0
690	20200000787	AYW13048033001	HELENA ENT.	COMMERCIAL HOUSES/DEPARTMENTAL STORES	5	51	303	303	303	303	BAWALESHIE/MPEHUASEM	H	79	0	79	13	0
691	20200000788	AYW13052010001	ONYAME ADOM ENT.	COMMERCIAL HOUSES/DEPARTMENTAL STORES	5	51	303	303	303	303	EAST LEGON	H	79	78.9	77.9	13	80
692	20200000789	AYW13056006001	GARAGE SPOT	COMMERCIAL HOUSES/DEPARTMENTAL STORES	5	51	303	303	303	303	AMBASSADORIAL ENCLAV	H	79	0	79	13	0
693	20200000790	AYW13062006001	FATI ENT.	COMMERCIAL HOUSES/DEPARTMENTAL STORES	5	51	303	303	303	303	AMBASSADORIAL ENCLAV	H	79	0	79	13	0
694	20200000791	AYW13062012001	EMILIA GYANI ENT.	COMMERCIAL HOUSES/DEPARTMENTAL STORES	5	51	303	303	303	303	AMBASSADORIAL ENCLAV	H	79	0	79	13	0
695	20200000792	AYW13062014001	JANET AMOAH ENT.	COMMERCIAL HOUSES/DEPARTMENTAL STORES	5	51	303	303	303	303	AMBASSADORIAL ENCLAV	H	79	0	79	13	0
696	20200000793	AYW13106006001	ZUWAIRA OSMAN	COMMERCIAL HOUSES/DEPARTMENTAL STORES	5	51	303	303	303	303	EAST LEGON	H	79	0	79	13	0
697	20200000794	AYW13107015003	NEVER WORRIED ENT.	COMMERCIAL HOUSES/DEPARTMENTAL STORES	5	51	303	303	303	303	EAST LEGON	H	79	0	79	13	0
698	20200000795	AYW13107015004	NYANKO DO ENT.	COMMERCIAL HOUSES/DEPARTMENTAL STORES	5	51	303	303	303	303	EAST LEGON	H	79	0	79	13	0
699	20200000796	AYW13118010001	SAMPO MINI MARKET	COMMERCIAL HOUSES/DEPARTMENTAL STORES	5	51	303	303	303	303	SHIASHIE	H	79	78.9	87.9	13	70
700	20200000797	AYW13133010001	MY GOD IS ABLE	COMMERCIAL HOUSES/DEPARTMENTAL STORES	5	51	303	303	303	303	EAST LEGON	H	79	78.9	79.9	13	78
701	20200000798	AYW13027033001	MY REDEEMER LIVETH ENT.	COMMERCIAL HOUSES/DEPARTMENTAL STORES	5	51	303	303	303	303	TRINITY COLLEGE	H	79	0	79	13	0
702	20200000799	AYW13007023002	COMFORT LARTEY	COMMERCIAL HOUSES/DEPARTMENTAL STORES	5	51	303	303	303	303	EAST LEGON	H	79	0	79	13	0
703	20200000800	AYW13046001005	EVELYN PALM	COMMERCIAL HOUSES/DEPARTMENTAL STORES	5	51	303	303	303	303	EAST LEGON	H	79	0	79	13	0
704	20200000801	AYW13107007003	GOD'S FAVOUR ENT.	COMMERCIAL HOUSES/DEPARTMENTAL STORES	5	51	303	303	303	303	EAST LEGON	H	79	0	79	13	0
705	20200000802	AYW13007036005	A. B. ENSO NYAME ENT.	COMMERCIAL HOUSES/DEPARTMENTAL STORES	5	51	303	303	303	303	EAST LEGON	H	79	0	79	13	0
706	20200000803	AYW13009006001	CHRIST VINE YARD	COMMERCIAL HOUSES/DEPARTMENTAL STORES	5	51	303	303	303	303	EAST LEGON	H	79	0	79	13	0
707	20200000804	AYW13070007001	GLOW COSMETICS	COMMERCIAL HOUSES/DEPARTMENTAL STORES	5	51	303	303	303	303	EAST LEGON	H	79	0	79	13	0
708	20200000805	AYW13028024001	AMAFRANGA STORE	COMMERCIAL HOUSES/DEPARTMENTAL STORES	5	51	303	303	303	303	BAWALESHIE/MPEHUASEM	H	79	0	79	13	0
709	20200000806	AYW13152007001	MARY ATWEI OROTI	COMMERCIAL HOUSES/DEPARTMENTAL STORES	5	51	303	303	303	303	EAST LEGON	H	79	78.9	77.9	13	80
710	20200000807	AYW13107007004	ALBERTA ANKU	COMMERCIAL HOUSES/DEPARTMENTAL STORES	5	51	303	303	303	303	EAST LEGON	H	79	0	79	13	0
711	20200000808	AYW13007036006	MAAME YAA ENT.	COMMERCIAL HOUSES/DEPARTMENTAL STORES	5	51	303	303	303	303	TRINITY COLLEGE	H	79	0	79	13	0
712	20200000809	AYW13007035001	SALIFU ENT	COMMERCIAL HOUSES/DEPARTMENTAL STORES	5	51	303	303	303	303	TRINITY COLLEGE	H	79	0	79	13	0
713	20200000810	AYW13007036007	GOD FIRST ENT.	COMMERCIAL HOUSES/DEPARTMENTAL STORES	5	51	303	303	303	303	TRINITY COLLEGE	H	79	0	79	13	0
714	20200000811	AYW13008013001	3 WISE PHONES NAD HARDWARE	COMMERCIAL HOUSES/DEPARTMENTAL STORES	5	51	303	303	303	303	TRINITY COLLEGE	H	79	78.9	78.9	13	79
715	20200000812	AYW13107010007	REGINA KAI AGO	COMMERCIAL HOUSES/DEPARTMENTAL STORES	5	51	303	303	303	303	EAST LEGON	H	79	0	79	13	0
716	20200000813	AYW13026054002	MARY	COMMERCIAL HOUSES/DEPARTMENTAL STORES	5	51	303	303	303	303	EAST LEGON	H	79	0	79	13	0
717	20200000814	AYW13133010006	H. H. COSMETICS	COMMERCIAL HOUSES/DEPARTMENTAL STORES	5	51	303	303	303	303	BAWALESHIE/MPEHUASEM	H	79	78.9	117.9	13	40
718	20200000815	AYW13133010005	SAPMART ENT.	COMMERCIAL HOUSES/DEPARTMENTAL STORES	5	51	303	303	303	303	EAST LEGON	H	79	0	79	13	0
719	20200000816	AYW13106007003	JONNY BONS	COMMERCIAL HOUSES/DEPARTMENTAL STORES	5	51	303	303	303	303	EAST LEGON	H	79	0	79	13	0
720	20200000817	AYW13007025005	M & J PAPALACE	COMMERCIAL HOUSES/DEPARTMENTAL STORES	5	51	303	303	303	303	EAST LEGON	H	79	0	79	13	0
721	20200000818	AYW13026001006	LEE MART	COMMERCIAL HOUSES/DEPARTMENTAL STORES	5	51	303	303	303	303	EAST LEGON	H	79	0	79	13	0
722	20200000819	AYW13009008009	AWURADE AYE	COMMERCIAL HOUSES/DEPARTMENTAL STORES	5	51	303	303	303	303	EAST LEGON	H	79	0	79	13	0
723	20200000820	AYW13009008008	GLORY BE TO GOD	COMMERCIAL HOUSES/DEPARTMENTAL STORES	5	51	303	303	303	303	EAST LEGON	H	79	0	79	13	0
724	20200000821	AYW13009008007	ONYAME ADOM	COMMERCIAL HOUSES/DEPARTMENTAL STORES	5	51	303	303	303	303	EAST LEGON	H	79	0	79	13	0
725	20200000822	AYW13012007006	CHRISTIANA MCCARTHY	COMMERCIAL HOUSES/DEPARTMENTAL STORES	5	51	303	303	303	303	EAST LEGON	H	79	0	79	13	0
726	20200000823	AYW13007034004	EVA'S COLLECTION	COMMERCIAL HOUSES/DEPARTMENTAL STORES	5	51	303	303	303	303	EAST LEGON	H	79	0	79	13	0
727	20200000824	AYW13011019008	AMANDA	COMMERCIAL HOUSES/DEPARTMENTAL STORES	5	51	303	303	303	303	BAWALESHIE/MPEHUASEM	H	79	0	79	13	0
728	20200000825	AYW13152007002	AUNTE MAVIS ABBEY	COMMERCIAL HOUSES/DEPARTMENTAL STORES	5	51	303	303	303	303	EAST LEGON	H	79	78.9	79.9	13	78
729	20200000826	AYW13012007007	LETICIA KWAMPAH	COMMERCIAL HOUSES/DEPARTMENTAL STORES	5	51	303	303	303	303	BAWALESHIE/MPEHUASEM	H	79	0	79	13	0
730	20200000827	AYW13135025020	DREAM VILLE	COMMERCIAL HOUSES/DEPARTMENTAL STORES	5	51	303	303	303	303	EAST LEGON	H	79	0	79	13	0
731	20200000828	AYW13085012001	EMMANUEL STORE	COMMERCIAL HOUSES/DEPARTMENTAL STORES	5	51	303	303	303	303	EAST LEGON	H	79	0	79	13	0
732	20200000829	AYW13100001001	GIFT CITY	COMMERCIAL HOUSES/DEPARTMENTAL STORES	5	51	303	303	303	303	EAST LEGON	H	79	0	79	13	0
733	20200000830	AYW14001004001	LYDIA SAI ENT.	COMMERCIAL HOUSES/DEPARTMENTAL STORES	5	51	303	303	303	303	TESANO	H	79	0	79	14	0
734	20200000831	AYW14002016002	ESI OFOSU EXCLUSIVE	COMMERCIAL HOUSES/DEPARTMENTAL STORES	5	51	303	303	303	303	TESANO	H	79	0	79	14	0
735	20200000832	AYW14003001002	SINGLE OUT COSMETICS	COMMERCIAL HOUSES/DEPARTMENTAL STORES	5	51	303	303	303	303	TESANO	H	79	0	79	14	0
736	20200000833	AYW14005018001	SADIA STORE	COMMERCIAL HOUSES/DEPARTMENTAL STORES	5	51	303	303	303	303	TESANO	H	79	0	79	14	0
737	20200000834	AYW14005030001	OLD EMPIRE COMPANY LTD.	COMMERCIAL HOUSES/DEPARTMENTAL STORES	5	51	303	303	303	303	TESANO	H	79	0	79	14	0
738	20200000835	AYW14005030004	YOB ENT.	COMMERCIAL HOUSES/DEPARTMENTAL STORES	5	51	303	303	303	303	TESANO	H	79	0	79	14	0
739	20200000836	AYW14005030009	ANGHORAGE ENT.	COMMERCIAL HOUSES/DEPARTMENTAL STORES	5	51	303	303	303	303	TESANO	H	79	0	79	14	0
740	20200000837	AYW14005034001	GENIUNE WAY ENT.	COMMERCIAL HOUSES/DEPARTMENTAL STORES	5	51	303	303	303	303	TESANO	H	79	0	79	14	0
741	20200000838	AYW14006013001	GOD & I	COMMERCIAL HOUSES/DEPARTMENTAL STORES	5	51	303	303	303	303	TESANO	H	79	0	79	14	0
742	20200000839	AYW14007012001	REGINA KWABLAH ENT.	COMMERCIAL HOUSES/DEPARTMENTAL STORES	5	51	303	303	303	303	TESANO	H	79	0	79	14	0
743	20200000840	AYW14007046001	ESTHER OWUSU ENT.	COMMERCIAL HOUSES/DEPARTMENTAL STORES	5	51	303	303	303	303	TESANO	H	79	0	79	14	0
744	20200000841	AYW14007046002	MUNAGA ALLAH STORE	COMMERCIAL HOUSES/DEPARTMENTAL STORES	5	51	303	303	303	303	TESANO	H	79	0	79	14	0
745	20200000842	AYW14008020001	GOOD NAME IS BETTER THAN RICHES	COMMERCIAL HOUSES/DEPARTMENTAL STORES	5	51	303	303	303	303	TESANO	H	79	0	79	14	0
746	20200000843	AYW14009009002	HAIR GALLERY	COMMERCIAL HOUSES/DEPARTMENTAL STORES	5	51	303	303	303	303	TESANO	H	79	0	79	14	0
