ELECTORA AREA,TOWN,PRIMARY CONTACT,PROPERTY OWNER,DIVISION,CAT1,CAT2,CAT3,CAT4,CAT5,CAT6,ELECTORAL AREA,TOWN,PROPERTY ADDRESS,ACCOUNT NUMBER,VALUATION STATUS,NEW RATEABLE VALE , new rate impost ,2020 AREARS,2021 CURRENT BILL,OUTSTANDING. BALANCE,PAYMENT,BLOCK NO,PLOT NO,PROP TYPE,PROP CAT/USECODE,
1,24,2030001635,E.O. TAYLOR,13,12,32,230,848,1064,1158,BAWALESHIE/MPEHUASEM,SOUTH LEGON,11 5TH STREET,AYW13022013,1,58927, 0.001833 ,324,108,432,0,22,13,R3B,RP,
1,24,2030001636,STEPHEN AMETSIKO,13,12,32,230,848,1064,1158,BAWALESHIE/MPEHUASEM,SOUTH LEGON,13 5TH STREET,AYW13022014,1,11869.1, 0.009099 ,324,108,432,0,22,14,R3B,RP,
1,24,2030001637,OWNER/OCCUPIER,13,12,32,230,848,1064,1158,BAWALESHIE/MPEHUASEM,SOUTH LEGON,15 5TH STR,AYW13022015,1,0,0,0,0,0,0,22,15,R3B,VP,
1,24,2030001638,OWNER/OCCUPIER,13,12,32,230,848,1064,1158,BAWALESHIE/MPEHUASEM,SOUTH LEGON,.,AYW13023001,1,0,0,0,0,0,0,23,1,R3B,UC,
1,24,2030001639,ETHELA MARIE MENSAH,13,12,32,230,848,1064,1158,BAWALESHIE/MPEHUASEM,SOUTH LEGON,C196/29 MEMPEASEM,AYW13023002,1,11544.9, 0.009355 ,324,108,432,0,23,2,R3B,RP,
1,24,2030001640,OWNER/OCCUPIER,13,12,32,230,848,1064,1158,BAWALESHIE/MPEHUASEM,SOUTH LEGON,.,AYW13023003,1,0,0,0,0,0,0,23,3,R3B,VP,
1,24,2030001641,CHARLES DZIKUNU,13,12,32,230,848,1064,1158,BAWALESHIE/MPEHUASEM,SOUTH LEGON,C194/29 6TH STREET,AYW13023004,1,28942.3, 0.003732 ,324,108,432,0,23,4,R3B,RP,
1,24,2030001642,STEPHEN ANINAMAH,13,12,32,230,848,1064,1158,BAWALESHIE/MPEHUASEM,SOUTH LEGON,22/B 6TH ST,AYW13023005,1,20133.7, 0.005364 ,324,108,432,0,23,5,R3B,RP,
1,24,2030001643,OWNER/OCCUPIER,13,12,32,230,848,1064,1158,BAWALESHIE/MPEHUASEM,SOUTH LEGON,.,AYW13023006,1,0,0,0,0,0,0,23,6,R3B,UC,
1,24,2030001644,PEACE KUEVOR,13,12,32,230,848,1064,1158,BAWALESHIE/MPEHUASEM,SOUTH LEGON,C119/29 MEMPEASEM,AYW13023007,1,13516.7, 0.007990 ,224,108,332,100,23,7,R3B,RP,
1,24,2030001645,PROF. D.A. AKYEAMPONG,13,12,32,230,848,1064,1158,BAWALESHIE/MPEHUASEM,SOUTH LEGON,20 EAST LAGON N. RD,AYW13023008,1,39716.7, 0.002719 ,216,108,324,0,23,8,R3B,RP,
1,24,2030001646,MRS SIMPSON,13,12,32,230,848,1064,1158,BAWALESHIE/MPEHUASEM,SOUTH LEGON,2 MEMPEASEM LANE,AYW13023009,1,41842, 0.002581 ,324,108,432,0,23,9,R3B,RP,
1,24,2030001647,A.K. VOWOTOR,13,12,32,230,848,1064,1158,BAWALESHIE/MPEHUASEM,SOUTH LEGON,4 MEMPEASEM LANE,AYW13023010,1,26351.1, 0.004099 ,324,108,432,0,23,10,R3B,RP,
1,24,2030001648,A.C.K. HAMMOND,13,12,32,230,848,1064,1158,BAWALESHIE/MPEHUASEM,SOUTH LEGON,C201/29 MEMPEASEM,AYW13023011,1,15363.1, 0.007030 ,324,108,432,0,23,11,R3B,RP,
1,24,2030001649,OWNER/OCCUPIER,13,12,32,230,848,1064,1158,BAWALESHIE/MPEHUASEM,SOUTH LEGON,.,AYW13023012,1,0,0,0,0,0,0,23,12,R3B,UC,
1,24,2030001650,REV. J.M.K AMAGLO,13,12,32,230,848,1064,1158,BAWALESHIE/MPEHUASEM,SOUTH LEGON,"10, MEMPEASEM LANE",AYW13023013,1,17847.1, 0.006051 ,324,108,432,0,23,13,R3B,RP,
1,24,2030001651,VINCENTIA A. AMEKUDZI,13,12,32,230,848,1064,1158,BAWALESHIE/MPEHUASEM,SOUTH LEGON,5 MEMPEASEM ROAD,AYW13023014,1,51598.9, 0.002093 ,324,108,432,0,23,14,R3B,RP,
1,24,2030001652,G.K. GAKPETOR,13,12,32,230,848,1064,1158,BAWALESHIE/MPEHUASEM,SOUTH LEGON,3 MEMPEASEM LANE,AYW13023015,1,18695, 0.005777 ,324,108,432,0,23,15,R3B,RP,
1,24,2030001653,CHRISTIANA SARFO,13,12,32,230,848,1064,1158,BAWALESHIE/MPEHUASEM,SOUTH LEGON,C199/29 MEMPEASEM RD,AYW13023016,1,45073.2, 0.002396 ,0,108,108,324,23,16,R3B,RP,
1,24,2030001654,OWNER/OCCUPIER,13,12,32,230,848,1064,1158,BAWALESHIE/MPEHUASEM,SOUTH LEGON,.,AYW13023017,1,0,0,0,0,0,0,23,17,R3B,VP,
1,24,2030001655,MARGARET VOWOTOR,13,12,32,230,848,1064,1158,BAWALESHIE/MPEHUASEM,SOUTH LEGON,1 MEMPEASEM LANE,AYW13023018,1,17679.7, 0.006109 ,324,108,432,0,23,18,R3B,RP,
1,24,2030001656,PROF. J.K. AMUZU,13,12,32,230,848,1064,1158,BAWALESHIE/MPEHUASEM,SOUTH LEGON,22 NEW RD,AYW13023019,1,42744.8, 0.016500 ,1410.87,705.29,2116.16,0,23,19,R3B,OP,
1,24,2030001657,AFUA NIARKO,13,12,32,230,848,1064,1158,BAWALESHIE/MPEHUASEM,SOUTH LEGON,1 NEW RD LINK,AYW13023020,1,75515, 0.001620 ,-1.01,122.33,121.32,123,23,20,R3B,RP,
1,24,2030001658,OWNER/OCCUPIER,13,12,32,230,848,1064,1158,BAWALESHIE/MPEHUASEM,SOUTH LEGON,.,AYW13023021,1,0,0,0,0,0,0,23,21,R3B,VP,
1,24,2030001659,OWNER/OCCUPIER,13,12,32,230,848,1064,1158,BAWALESHIE/MPEHUASEM,SOUTH LEGON,.,AYW13023022,1,0,0,0,0,0,0,23,22,R3B,UC,
1,24,2030001660,E.K. TETTEH,13,12,32,230,848,1064,1158,BAWALESHIE/MPEHUASEM,SOUTH LEGON,C207/29 MEMPEASEM,AYW13023023,1,42995.7, 0.002512 ,324,108,432,0,23,23,R3B,RP,
1,24,2030001661,NII ARMAH TAGOE,13,12,32,230,848,1064,1158,BAWALESHIE/MPEHUASEM,SOUTH LEGON,C208/29 MEMPEASEM,AYW13023024,1,18605.4, 0.005805 ,324,108,432,0,23,24,R3B,RP,
1,24,2030001662,MARTINA AKUMEH,13,12,32,230,848,1064,1158,BAWALESHIE/MPEHUASEM,SOUTH LEGON,28 NEW RD,AYW13023025,1,63153, 0.001710 ,224,108,332,100,23,25,R3B,RP,
1,24,2030001663,ALWIN ACOLATSE,13,12,32,230,848,1064,1158,BAWALESHIE/MPEHUASEM,SOUTH LEGON,11 MEMPEASEM RD,AYW13023026,1,19342.8, 0.005583 ,-1000,108,-892,608,23,26,R3B,RP,
1,24,2030001664,MATTHEW ASOMANI BEMPONG,13,12,32,230,848,1064,1158,BAWALESHIE/MPEHUASEM,SOUTH LEGON,9 MEMPEASEM RD,AYW13023027,1,24412.9, 0.004424 ,216,108,324,0,23,27,R3B,RP,
1,24,2030001665,JOHN ADI,13,12,32,230,848,1064,1158,BAWALESHIE/MPEHUASEM,SOUTH LEGON,965B MEMPEASEM,AYW13023028,1,38116.4, 0.002833 ,324,108,432,0,23,28,R3B,RP,
1,24,2030001666,MOHAMMED GARGO,13,12,32,230,848,1064,1158,BAWALESHIE/MPEHUASEM,SOUTH LEGON,15 MEMPEASEM RD,AYW13023029,1,70178.8, 0.001620 ,341.07,113.69,454.76,0,23,29,R3B,RP,
1,24,2030001667,MD ROSE MENSAH,13,12,32,230,848,1064,1158,BAWALESHIE/MPEHUASEM,SOUTH LEGON,17 MEMPEASEM RD,AYW13023030,1,45409.3, 0.002378 ,216,108,324,0,23,30,R3B,RP,
1,24,2030001668,BRIGHT LAMADZEKPO TOGBUI,13,12,32,230,848,1064,1158,BAWALESHIE/MPEHUASEM,SOUTH LEGON,19 MEMPEASEM RD,AYW13023031,1,9762.2, 0.011063 ,324,108,432,0,23,31,R3B,RP,
1,24,2030001669,MRS EMELIA BENTIL,13,12,32,230,848,1064,1158,BAWALESHIE/MPEHUASEM,SOUTH LEGON,"34, NEW RD",AYW13023032,1,46489.4, 0.002323 ,0,108,108,0,23,32,R3B,RP,
1,24,2030001670,EMELIA,13,12,32,230,848,1064,1158,BAWALESHIE/MPEHUASEM,SOUTH LEGON,34A NEW RD MEMPEASEM,AYW13023033,1,51667.9, 0.016500 ,352.51,852.52,1205.03,500,23,33,R3B,CP,
1,24,2030001671,OWNER/OCCUPIER,13,12,32,230,848,1064,1158,BAWALESHIE/MPEHUASEM,SOUTH LEGON,.,AYW13023034,1,0,0,0,0,0,0,23,34,R3B,VP,
1,24,2030001672,MAXWELL ASENSO,13,12,32,230,848,1064,1158,BAWALESHIE/MPEHUASEM,SOUTH LEGON,C208/29 MEMPEASEM,AYW13023035,1,32503.1, 0.003323 ,0,108,108,108,23,35,R3B,RP,
1,24,2030001673,KWESI MENSAH,13,12,32,230,848,1064,1158,BAWALESHIE/MPEHUASEM,SOUTH LEGON,C221/29,AYW13024001,1,22185.1, 0.004868 ,174,108,282,150,24,1,R3B,RP,
1,24,2030001674,IRENE VAN-LARE,13,12,32,230,848,1064,1158,BAWALESHIE/MPEHUASEM,SOUTH LEGON,34 MEMPEASEM RD C219,AYW13024002,1,23491.4, 0.004597 ,0,108,108,108,24,2,R3B,RP,
1,24,2030001675,BAPTIS HOUSE,13,12,32,230,848,1064,1158,BAWALESHIE/MPEHUASEM,SOUTH LEGON,.,AYW13024003,1,6575, 0.091255 ,1800,600,2400,0,24,3,R3B,CP,
1,24,2030001676,OWNER/OCCUPIER,13,12,32,230,848,1064,1158,BAWALESHIE/MPEHUASEM,SOUTH LEGON,.,AYW13024004,1,0,0,0,0,0,0,24,4,R3B,UC,
1,24,2030001677,MR AGBEKO,13,12,32,230,848,1064,1158,BAWALESHIE/MPEHUASEM,SOUTH LEGON,4 TRINITY RD,AYW13024005,1,18656.9, 0.005789 ,324,108,432,0,24,5,R3B,RP,
1,24,2030001678,OWNER/OCCUPIER,13,12,32,230,848,1064,1158,BAWALESHIE/MPEHUASEM,SOUTH LEGON,6 TRINITY RD,AYW13024006,1,0,0,0,0,0,0,24,6,R3B,UC,
1,24,2030001679,SARAH TETTEH,13,12,32,230,848,1064,1158,BAWALESHIE/MPEHUASEM,SOUTH LEGON,3 TRINITY CLOSE,AYW13024007,1,7958, 0.013571 ,324,108,432,0,24,7,R3B,RP,
1,24,2030001680,JOSEPH F. NUDANU,13,12,32,230,848,1064,1158,BAWALESHIE/MPEHUASEM,SOUTH LEGON,8 C224/19 TRINITY RD,AYW13024008,1,40144.3, 0.002690 ,224,108,332,100,24,8,R3B,RP,
1,24,2030001681,PROF E.O. TAWIAH,13,12,32,230,848,1064,1158,BAWALESHIE/MPEHUASEM,SOUTH LEGON,,AYW13024009,1,30564.7, 0.003533 ,108,108,216,0,24,9,R3B,RP,
1,24,2030001682,J.A. KWAOFIO,13,12,32,230,848,1064,1158,BAWALESHIE/MPEHUASEM,SOUTH LEGON,5 TRINITY CLOSE,AYW13024010,1,17476.7, 0.006180 ,0,108,108,108,24,10,R3B,RP,
1,24,2030001683,TIMOTHY SUKAH,13,12,32,230,848,1064,1158,BAWALESHIE/MPEHUASEM,SOUTH LEGON,12 TRINITY RD,AYW13024011,1,25213.3, 0.004283 ,124,108,232,200,24,11,R3B,RP,
1,24,2030001684,AMOANING YANKSON,13,12,32,230,848,1064,1158,BAWALESHIE/MPEHUASEM,SOUTH LEGON,7 TRINITY CLOSE,AYW13024012,1,68806.3, 0.001620 ,-15.59,111.47,95.88,0,24,12,R3B,RP,
1,24,2030001685,MRS BETTY ODOI,13,12,32,230,848,1064,1158,BAWALESHIE/MPEHUASEM,SOUTH LEGON,14 TRINITY RD,AYW13024013,1,38570.1, 0.002800 ,324,108,432,0,24,13,R3B,RP,
1,24,2030001686,OWNER/OCCUPIER,13,12,32,230,848,1064,1158,BAWALESHIE/MPEHUASEM,SOUTH LEGON,16 TRINITY RD,AYW13024014,1,0,0,0,0,0,0,24,14,R3B,UC,
1,24,2030001687,J.K. AMOAH,13,12,32,230,848,1064,1158,BAWALESHIE/MPEHUASEM,SOUTH LEGON,9 TRINITY CLOSE C249,AYW13024015,1,26784.8, 0.004032 ,164,108,272,0,24,15,R3B,RP,
1,24,2030001688,OWNER/OCCUPIER,13,12,32,230,848,1064,1158,BAWALESHIE/MPEHUASEM,SOUTH LEGON,11 TRINITY CLOSE,AYW13024016,1,0,0,0,0,0,0,24,16,R3B,VP,
1,24,2030001689,FERDINARD LOKKO,13,12,32,230,848,1064,1158,BAWALESHIE/MPEHUASEM,SOUTH LEGON,18 TRINITY C424/29,AYW13024017,1,39280.1, 0.002749 ,0,108,108,324,24,17,R3B,RP,
1,24,2030001690,EDWIN AGYEPONG,13,12,32,230,848,1064,1158,BAWALESHIE/MPEHUASEM,SOUTH LEGON,13 TRINITY CLOSE,AYW13024018,1,22368.8, 0.004828 ,-1,108,107,325,24,18,R3B,RP,
1,24,2030001691,DEDE AFUTU,13,12,32,230,848,1064,1158,BAWALESHIE/MPEHUASEM,SOUTH LEGON,C249A/29,AYW13024019,1,25407.2, 0.004251 ,324,108,432,0,24,19,R3B,RP,
1,24,2030001692,AGOE AKUORKOR,13,12,32,230,848,1064,1158,BAWALESHIE/MPEHUASEM,SOUTH LEGON,.,AYW13024020,1,10587.7, 0.010201 ,324,108,432,0,24,20,R3B,RP,
1,24,2030001693,OWNER/OCCUPIER,13,12,32,230,848,1064,1158,BAWALESHIE/MPEHUASEM,SOUTH LEGON,15 TRINITY RD,AYW13024021,1,14232.7, 0.007588 ,324,108,432,0,24,21,R3B,RP,
1,24,2030001694,E.P. CHURCH,13,12,32,230,848,1064,1158,BAWALESHIE/MPEHUASEM,SOUTH LEGON,17 TRINITY CLOSE,AYW13024022,1,40074.7,0,0,0,0,0,24,22,R3B,CH,
1,24,2030001695,OWNER/OCCUPIER,13,12,32,230,848,1064,1158,BAWALESHIE/MPEHUASEM,SOUTH LEGON,24 TRINITY RD,AYW13024023,1,39033.1, 0.002767 ,324,108,432,0,24,23,R3B,RP,
1,24,2030001696,SAMUEL O. LAMPTEY,13,12,32,230,848,1064,1158,BAWALESHIE/MPEHUASEM,SOUTH LEGON,26 TRINITY RD,AYW13024024,1,40080.1, 0.002695 ,108,108,216,0,24,24,R3B,RP,
1,24,2030001697,AMEVOR,13,12,32,230,848,1064,1158,BAWALESHIE/MPEHUASEM,SOUTH LEGON,.,AYW13024025,1,19359.4, 0.005579 ,108,108,216,0,24,25,R3B,RP,
1,24,2030001698,OWNER/OCCUPIER,13,12,32,230,848,1064,1158,BAWALESHIE/MPEHUASEM,SOUTH LEGON,.,AYW13024026,1,5593.7, 0.019307 ,324,108,432,0,24,26,R3B,RP,
1,24,2030001699,MAISON GODWIN,13,12,32,230,848,1064,1158,BAWALESHIE/MPEHUASEM,SOUTH LEGON,19 TRINITY CLOSE,AYW13024027,1,5726, 0.018861 ,324,108,432,0,24,27,R3B,RP,
1,24,2030001700,MARGARET DORKENU,13,12,32,230,848,1064,1158,BAWALESHIE/MPEHUASEM,SOUTH LEGON,34 TRINITY RD C279/2,AYW13024028,1,14642.5, 0.007376 ,324,108,432,0,24,28,R3B,RP,
1,24,2030001701,E.S.K. TENGEY,13,12,32,230,848,1064,1158,BAWALESHIE/MPEHUASEM,SOUTH LEGON,C283/29,AYW13024029,1,3090, 0.034951 ,324,108,432,0,24,29,R3B,RP,
1,24,2030001702,AKPALU SABLAH,13,12,32,230,848,1064,1158,BAWALESHIE/MPEHUASEM,SOUTH LEGON,C 280/29,AYW13024030,1,16666.8, 0.006480 ,324,108,432,0,24,30,R3B,RP,
1,24,2030001703,SABLAH AKPALU,13,12,32,230,848,1064,1158,BAWALESHIE/MPEHUASEM,SOUTH LEGON,C281/29,AYW13024031,1,1574.1, 0.068611 ,324,108,432,0,24,31,R3B,RP,
1,24,2030001704,JOHN ASAZIME MENSAH,13,12,32,230,848,1064,1158,BAWALESHIE/MPEHUASEM,SOUTH LEGON,C281A/29,AYW13024032,1,20299.9, 0.005320 ,324,108,432,0,24,32,R3B,RP,
1,24,2030001705,CHRISTIANA QUAYE,13,12,32,230,848,1064,1158,BAWALESHIE/MPEHUASEM,SOUTH LEGON,7 3RD STREET,AYW13024033,1,7064.5, 0.015288 ,324,108,432,0,24,33,R3B,RP,
1,24,2030001706,ERNEST KOFI NYATUAME,13,12,32,230,848,1064,1158,BAWALESHIE/MPEHUASEM,SOUTH LEGON,15 3RD STREET C248/2,AYW13024034,1,95218.5, 0.001620 ,462.75,154.25,617,0,24,34,R3B,RP,
1,24,2030001707,OWNER/OCCUPIER,13,12,32,230,848,1064,1158,BAWALESHIE/MPEHUASEM,SOUTH LEGON,30 MEMPEASAM RD,AYW13024035,1,0,0,0,0,0,0,24,35,R3B,UC,
1,24,2030001708,ANNA MORGAN,13,12,32,230,848,1064,1158,BAWALESHIE/MPEHUASEM,SOUTH LEGON,28,AYW13024036,1,87689.5, 0.001620 ,126.18,142.06,268.24,0,24,36,R3B,RP,
1,24,2030001709,VICTOR ADJAHO,13,12,32,230,848,1064,1158,BAWALESHIE/MPEHUASEM,SOUTH LEGON,2 TRINITY CLOSE,AYW13024037,1,12261.8, 0.008808 ,324,108,432,0,24,37,R3B,RP,
1,24,2030001710,OWNER/OCCUPIER,13,12,32,230,848,1064,1158,BAWALESHIE/MPEHUASEM,SOUTH LEGON,26 MEMPEASEM RD,AYW13024038,1,0,0,0,0,0,0,24,38,R3B,UC,
1,24,2030001711,KWESI MENSAH,13,12,32,230,848,1064,1158,BAWALESHIE/MPEHUASEM,SOUTH LEGON,4 TRINITY CLOSE C214,AYW13024039,1,22779.3, 0.004741 ,324,108,432,0,24,39,R3B,RP,
1,24,2030001712,OWNER/OCCUPIER,13,12,32,230,848,1064,1158,BAWALESHIE/MPEHUASEM,SOUTH LEGON,24 MEMPEASEM RD,AYW13024040,1,25159, 0.004293 ,324,108,432,0,24,40,R3B,RP,
1,24,2030001713,MR KALLEY,13,12,32,230,848,1064,1158,BAWALESHIE/MPEHUASEM,SOUTH LEGON,6 TRINITY CLOSE,AYW13024041,1,41947.7, 0.002575 ,0,108,108,108,24,41,R3B,RP,
1,24,2030001714,EMMANUEL PADMORE,13,12,32,230,848,1064,1158,BAWALESHIE/MPEHUASEM,SOUTH LEGON,22 MEMPEASEM RD,AYW13024042,1,20325.3, 0.005314 ,0,108,108,108,24,42,R3B,RP,
1,24,2030001715,AL-HASSAN IDDISAH,13,12,32,230,848,1064,1158,BAWALESHIE/MPEHUASEM,SOUTH LEGON,8 TRINITY CLOSE,AYW13024043,1,51889.2, 0.002081 ,0,108,108,324,24,43,R3B,RP,
1,24,2030001716,EBENEZER BLAY,13,12,32,230,848,1064,1158,BAWALESHIE/MPEHUASEM,SOUTH LEGON,20 MEMPEASEM ST,AYW13024044,1,68459.3, 0.016500 ,2788.74,1129.58,3918.32,0,24,44,R3B,CP,
1,24,2030001717,J.K. ADUAKWA,13,12,32,230,848,1064,1158,BAWALESHIE/MPEHUASEM,SOUTH LEGON,10 TRINITY CLOSE,AYW13024045,1,30304.2, 0.003564 ,108,108,216,0,24,45,R3B,RP,
1,24,2030001718,MADAM ADOBEA,13,12,32,230,848,1064,1158,BAWALESHIE/MPEHUASEM,SOUTH LEGON,18 MEMPEASEM RD,AYW13024046,1,2469.6, 0.043732 ,324,108,432,0,24,46,R3B,RP,
1,24,2030001719,GRACE ABAKAH,13,12,32,230,848,1064,1158,BAWALESHIE/MPEHUASEM,SOUTH LEGON,12 TRINITY CLOSE C25,AYW13024047,1,37363.7, 0.002891 ,216,108,324,0,24,47,R3B,RP,
1,24,2030001720,OWNER/OCCUPIER,13,12,32,230,848,1064,1158,BAWALESHIE/MPEHUASEM,SOUTH LEGON,.,AYW13024048,1,0,0,0,0,0,0,24,48,R3B,UC,
1,24,2030001721,MRS PATRICIA SOSU,13,12,32,230,848,1064,1158,BAWALESHIE/MPEHUASEM,SOUTH LEGON,14 TRINITY CLOSE,AYW13024049,1,23811.7, 0.004536 ,0,108,108,324,24,49,R3B,RP,
1,24,2030001722,AGNES DORMON,13,12,32,230,848,1064,1158,BAWALESHIE/MPEHUASEM,SOUTH LEGON,C268/29,AYW13024050,1,55077, 0.001961 ,324,108,432,0,24,50,R3B,RP,
1,24,2030001723,OWNER/OCCUPIER,13,12,32,230,848,1064,1158,BAWALESHIE/MPEHUASEM,SOUTH LEGON,16 TRINITY CLOSE,AYW13024051,1,42638.3, 0.002533 ,324,108,432,0,24,51,R3B,RP,
1,24,2030001724,COMFORT AKPENYO,13,12,32,230,848,1064,1158,BAWALESHIE/MPEHUASEM,SOUTH LEGON,C270/29,AYW13024052,1,23658.7, 0.004565 ,324,108,432,0,24,52,R3B,RP,
1,24,2030001725,GIDEON ADJAHO,13,12,32,230,848,1064,1158,BAWALESHIE/MPEHUASEM,SOUTH LEGON,18 TRINITY CLOSE C27,AYW13024053,1,23748.1, 0.004548 ,0,108,108,324,24,53,R3B,RP,
1,24,2030001726,WILLIAM DOSOO,13,12,32,230,848,1064,1158,BAWALESHIE/MPEHUASEM,SOUTH LEGON,20 TRINITY CLOSE C27,AYW13024054,1,27613.9, 0.003911 ,0,108,108,108,24,54,R3B,RP,
1,24,2030001727,OWNER/OCCUPIER,13,12,32,230,848,1064,1158,BAWALESHIE/MPEHUASEM,SOUTH LEGON,.,AYW13024055,1,12202.4, 0.008851 ,324,108,432,0,24,55,R3B,RP,
1,24,2030001728,SALOME ANSONG,13,12,32,230,848,1064,1158,BAWALESHIE/MPEHUASEM,SOUTH LEGON,8 MEMPEASEM RD,AYW13024056,1,20266.1, 0.005329 ,324,108,432,0,24,56,R3B,RP,
1,24,2030001729,TIMOTHY YAO OCLOO,13,12,32,230,848,1064,1158,BAWALESHIE/MPEHUASEM,SOUTH LEGON,C285/29,AYW13024057,1,19070.2, 0.005663 ,324,108,432,0,24,57,R3B,RP,
1,24,2030001730,DORA AMEYAA,13,12,32,230,848,1064,1158,BAWALESHIE/MPEHUASEM,SOUTH LEGON,1 3RD STREET C271/29,AYW13024058,1,36359, 0.002970 ,0,108,108,324,24,58,R3B,RP,
1,24,2030001731,OWNER/OCCUPIER,13,12,32,230,848,1064,1158,BAWALESHIE/MPEHUASEM,SOUTH LEGON,.,AYW13024059,1,13476.6, 0.008014 ,324,108,432,0,24,59,R3B,RP,
1,24,2030001732,MTN GHANA LTD,13,12,32,230,848,1064,1158,BAWALESHIE/MPEHUASEM,SOUTH LEGON,TRINITY RD,AYW13024060,1,41290, 0.007266 ,900,300,1200,0,24,60,R3B,TEL,
1,24,2030001733,ATTA NII ASHIE,13,12,32,230,848,1064,1158,BAWALESHIE/MPEHUASEM,SOUTH LEGON,C261/19(39) T. RD,AYW13025001,1,21624.1, 0.004994 ,0,108,108,108,25,1,R3B,RP,
1,24,2030001734,A.A. TUTUANI,13,12,32,230,848,1064,1158,BAWALESHIE/MPEHUASEM,SOUTH LEGON,"C363/29, TRINITY RD",AYW13025002,1,19511.4, 0.005535 ,214,108,322,0,25,2,R3B,RP,
1,24,2030001735,MADAM CHIKKA,13,12,32,230,848,1064,1158,BAWALESHIE/MPEHUASEM,SOUTH LEGON,4 TRINITY LINK,AYW13025003,1,47789.8, 0.002260 ,324,108,432,0,25,3,R3B,RP,
1,24,2030001736,CHRISTOPHER DOOZIE,13,12,32,230,848,1064,1158,BAWALESHIE/MPEHUASEM,SOUTH LEGON,6 TRINITY LINK,AYW13025004,1,26369.4, 0.004096 ,324,108,432,0,25,4,R3B,RP,
1,24,2030001737,AMAGEDOE SAFO B.E.K.,13,12,32,230,848,1064,1158,BAWALESHIE/MPEHUASEM,SOUTH LEGON,8 TRINITY LINK,AYW13025005,1,21758.8, 0.004964 ,0,108,108,108,25,5,R3B,RP,
1,24,2030001738,FAUSTINA DJUNIA ADJEI,13,12,32,230,848,1064,1158,BAWALESHIE/MPEHUASEM,SOUTH LEGON,"10, TRINITY LINK",AYW13025006,1,20263.4, 0.005330 ,324,108,432,0,25,6,R3B,RP,
1,24,2030001739,ERNEST ODOI,13,12,32,230,848,1064,1158,BAWALESHIE/MPEHUASEM,SOUTH LEGON,"2, TRINITY LINK",AYW13025007,1,15677.7, 0.006889 ,324,108,432,0,25,7,R3B,RP,
1,24,2030001740,D.D. AFFUL,13,12,32,230,848,1064,1158,BAWALESHIE/MPEHUASEM,SOUTH LEGON,14 TRINITY LINK,AYW13025008,1,4452.9, 0.024254 ,324,108,432,0,25,8,R3B,RP,
1,24,2030001741,OWNER/OCCUPIER,13,12,32,230,848,1064,1158,BAWALESHIE/MPEHUASEM,SOUTH LEGON,"17, ELICAN STREET",AYW13025009,1,28723.4, 0.003760 ,324,108,432,0,25,9,R3B,RP,
1,24,2030001742,AMA MARGARET HEVI,13,12,32,230,848,1064,1158,BAWALESHIE/MPEHUASEM,SOUTH LEGON,"41, TRINITY RD",AYW13025010,1,29446.1, 0.003668 ,324,108,432,0,25,10,R3B,RP,
1,24,2030001743,BEN ASHIFI ANUM JONNIE,13,12,32,230,848,1064,1158,BAWALESHIE/MPEHUASEM,SOUTH LEGON,"C359/29(43, TRINITY",AYW13025011,1,12913.3, 0.008363 ,324,108,432,0,25,11,R3B,RP,
1,24,2030001744,OPARE ASIEDU,13,12,32,230,848,1064,1158,BAWALESHIE/MPEHUASEM,SOUTH LEGON,C365/19 TRINITY RD,AYW13025012,1,24483.2, 0.004411 ,124,108,232,200,25,12,R3B,RP,
1,24,2030001745,EMMANUEL AKO ODOI,13,12,32,230,848,1064,1158,BAWALESHIE/MPEHUASEM,SOUTH LEGON,C365A/29,AYW13025013,1,13029.8, 0.008289 ,324,108,432,0,25,13,R3B,RPO,
1,24,2030001746,SIS DAYI,13,12,32,230,848,1064,1158,BAWALESHIE/MPEHUASEM,SOUTH LEGON,.,AYW13025014,1,9413, 0.011473 ,324,108,432,0,25,14,R3B,RP,
1,24,2030001747,OWNER/OCCUPIER,13,12,32,230,848,1064,1158,BAWALESHIE/MPEHUASEM,SOUTH LEGON,45 TRINITY RD,AYW13025015,1,2421.6, 0.044599 ,324,108,432,0,25,15,R3B,RP,
1,24,2030001748,NII EMMANUEL OBODIA SODZANI,13,12,32,230,848,1064,1158,BAWALESHIE/MPEHUASEM,SOUTH LEGON,C356/29/13 TRINITY S,AYW13025016,1,21843.9, 0.004944 ,324,108,432,0,25,16,R3B,RP,
1,24,2030001749,ATTA ANNANG,13,12,32,230,848,1064,1158,BAWALESHIE/MPEHUASEM,SOUTH LEGON,"15, THIRD STREET",AYW13025017,1,13523.2, 0.007986 ,324,108,432,0,25,17,R3B,RP,
1,24,2030001750,JANET TORGBOR,13,12,32,230,848,1064,1158,BAWALESHIE/MPEHUASEM,SOUTH LEGON,"17, THRID STREET",AYW13025018,1,39670.6, 0.002722 ,216,108,324,0,25,18,R3B,RP,
1,24,2030001751,OWNER/OCCUPIER,13,12,32,230,848,1064,1158,BAWALESHIE/MPEHUASEM,SOUTH LEGON,.,AYW13025019,1,0,0,0,0,0,0,25,19,R3B,UC,
1,24,2030001752,DANIEL OBODAI TORGBOR,13,12,32,230,848,1064,1158,BAWALESHIE/MPEHUASEM,SOUTH LEGON,"21, THIRD STREET",AYW13025020,1,24095, 0.004482 ,324,108,432,0,25,20,R3B,RP,
